# va3 L_c8 形状の軸中心分布: 新条件 (Pt 1.139 MPa/Tt 1161 K/新組成) vs 旧条件 (Pt 1.137 MPa/Tt 1058 K/旧組成) x {dry,noneq,eq}
# x_over_rt,x_m,M__va3_M4.19_Lc8_dry,T__va3_M4.19_Lc8_dry,P__va3_M4.19_Lc8_dry,rho__va3_M4.19_Lc8_dry,S__va3_M4.19_Lc8_dry,Tsat__va3_M4.19_Lc8_dry,g__va3_M4.19_Lc8_dry,M__va3_M4.19_Lc8_noneq,T__va3_M4.19_Lc8_noneq,P__va3_M4.19_Lc8_noneq,rho__va3_M4.19_Lc8_noneq,S__va3_M4.19_Lc8_noneq,Tsat__va3_M4.19_Lc8_noneq,g__va3_M4.19_Lc8_noneq,M__va3_M4.19_Lc8_eq,T__va3_M4.19_Lc8_eq,P__va3_M4.19_Lc8_eq,rho__va3_M4.19_Lc8_eq,S__va3_M4.19_Lc8_eq,Tsat__va3_M4.19_Lc8_eq,g__va3_M4.19_Lc8_eq,M__va3old_Lc8_dry,T__va3old_Lc8_dry,P__va3old_Lc8_dry,rho__va3old_Lc8_dry,S__va3old_Lc8_dry,Tsat__va3old_Lc8_dry,g__va3old_Lc8_dry,M__va3old_Lc8_noneq,T__va3old_Lc8_noneq,P__va3old_Lc8_noneq,rho__va3old_Lc8_noneq,S__va3old_Lc8_noneq,Tsat__va3old_Lc8_noneq,g__va3old_Lc8_noneq,M__va3old_Lc8_eq,T__va3old_Lc8_eq,P__va3old_Lc8_eq,rho__va3old_Lc8_eq,S__va3old_Lc8_eq,Tsat__va3old_Lc8_eq,g__va3old_Lc8_eq
19.9779358,4.10968113,4.19087804,282.67099,5036.6748,0.0624606088,0.258241475,264.036072,0,4.19087282,282.671326,5036.71143,0.0624609403,0.25823617,264.036102,0,4.19087579,282.671173,5036.70264,0.0624608286,0.258239031,264.036133,0,4.23408824,248.389252,4933.88574,0.0694745034,2.76588821,260.312347,0,4.23408902,248.389236,4933.89111,0.0694746077,2.76588392,260.312256,7.85220038e-37,4.14615105,258.856201,5009.37109,0.0681032836,0.997625291,258.827209,0.00380315515
20.0769844,4.13005686,4.19086064,282.672882,5036.7832,0.0624615364,0.258213937,264.036377,0,4.19085732,282.672943,5036.81543,0.062461894,0.258213401,264.036377,0,4.1908603,282.672791,5036.81445,0.062461853,0.258216619,264.036407,0,4.23391021,248.405655,4935.0332,0.0694860741,2.76245594,260.315125,0,4.23391467,248.405212,4935.02686,0.0694861263,2.76254869,260.315094,8.01238517e-37,4.14607408,258.860779,5010.54932,0.068117559,0.99767381,258.832367,0.00379831251
20.1760349,4.15043259,4.19084664,282.674316,5036.87891,0.0624623634,0.258193165,264.036621,0,4.19084636,282.674042,5036.9043,0.0624627359,0.258198917,264.036621,0,4.19084326,282.674561,5036.91846,0.0624627657,0.258191168,264.036682,0,4.23374109,248.421204,4936.12158,0.0694970489,2.75920963,260.317871,0,4.23374798,248.420593,4936.11133,0.0694970638,2.75933695,260.31781,8.11716104e-37,4.14599125,258.866058,5011.72559,0.0681316331,0.997659385,258.837463,0.00379348639
20.2750854,4.17080832,4.19083342,282.67569,5036.96289,0.0624631122,0.258174717,264.036804,0,4.19083277,282.675507,5036.98828,0.0624634624,0.258177787,264.036835,0,4.19083116,282.675842,5037.00293,0.0624635443,0.258173227,264.036896,0,4.23358175,248.435898,4937.16016,0.0695075467,2.75614572,260.320496,0,4.23358742,248.435364,4937.15234,0.0695075691,2.75625658,260.320404,8.22241223e-37,4.1459162,258.870575,5012.87158,0.0681454763,0.997698903,258.842468,0.00378880324
20.3741379,4.19118452,4.1908217,282.67688,5037.03467,0.0624637343,0.258156836,264.036987,0,4.19082255,282.676514,5037.05713,0.062464077,0.25816384,264.036987,0,4.19081946,282.677124,5037.07617,0.0624642074,0.25815478,264.037079,0,4.23342847,248.449982,4938.16064,0.0695176572,2.75321651,260.322968,0,4.23342847,248.449966,4938.16064,0.069517687,2.75320339,260.322937,8.32769391e-37,4.14584195,258.875061,5014,0.0681590959,0.997735977,258.847412,0.00378416339
20.4731884,4.21156025,4.19081452,282.677643,5037.09033,0.0624642596,0.258146048,264.03714,0,4.19081385,282.67746,5037.11621,0.0624646023,0.258150429,264.03714,0,4.19081149,282.677979,5037.13037,0.0624647215,0.258142769,264.037201,0,4.2332789,248.46373,4939.13135,0.069527477,2.75035405,260.32547,0,4.23327969,248.463715,4939.12598,0.0695274547,2.75034142,260.325348,8.37813079e-37,4.14577238,258.87912,5015.10107,0.0681724846,0.997798443,258.852234,0.00377961807
20.5722389,4.23193598,4.19080774,282.678314,5037.13867,0.0624647103,0.258137584,264.037231,0,4.190804,282.678558,5037.16992,0.0624650531,0.258134127,264.037292,0,4.19080314,282.678925,5037.17676,0.0624651127,0.258128732,264.037323,0,4.23312968,248.477478,4940.08154,0.0695370361,2.74748707,260.327789,0,4.23313291,248.477203,4940.06934,0.0695369467,2.74753499,260.327728,8.53875861e-37,4.14569967,258.883514,5016.18848,0.0681856126,0.997829318,258.856995,0.00377510837
20.6712894,4.25231171,4.1907979,282.679321,5037.18896,0.0624650978,0.258123517,264.037384,0,4.19079795,282.67923,5037.21045,0.0624654368,0.25812453,264.037384,0,4.19080049,282.67926,5037.20703,0.0624654181,0.258124501,264.037415,0,4.2329882,248.49054,4941.00586,0.0695463791,2.74478436,260.330109,0,4.23298982,248.490433,4940.99854,0.0695463046,2.74478722,260.330048,8.6440385e-37,4.14563321,258.88739,5017.24268,0.0681984425,0.997891486,258.861633,0.00377070834
20.7703419,4.27268791,4.19079489,282.679596,5037.22314,0.0624654517,0.258120328,264.037445,0,4.19079229,282.67984,5037.24854,0.0624657609,0.258115858,264.037476,0,4.19079406,282.679932,5037.24561,0.0624657124,0.258114755,264.037506,0,4.23284548,248.503677,4941.92334,0.0695556402,2.74204969,260.332397,0,4.23284713,248.503586,4941.91748,0.0695555583,2.74205518,260.332336,8.69491662e-37,4.14556316,258.891693,5018.27979,0.0682109743,0.997911632,258.86618,0.00376637699
20.8693924,4.29306364,4.19078848,282.680267,5037.26562,0.062465813,0.258110642,264.037567,0,4.19078358,282.680786,5037.29541,0.0624661073,0.258101881,264.037598,0,4.19079031,282.680267,5037.27734,0.0624660216,0.258110583,264.037598,0,4.23270277,248.516907,4942.8335,0.0695647895,2.73931384,260.334656,0,4.23270563,248.516632,4942.8291,0.0695647448,2.73934889,260.334625,8.85576057e-37,4.14550136,258.895203,5019.27686,0.0682231635,0.997984886,258.870605,0.00376218371
20.9684429,4.31343937,4.19077753,282.681366,5037.31738,0.0624662079,0.258094043,264.037689,0,4.19077675,282.681549,5037.33838,0.0624664836,0.258090824,264.03772,0,4.19078387,282.680969,5037.31689,0.0624663532,0.25810039,264.037689,0,4.23256209,248.529877,4943.73438,0.0695738569,2.73660612,260.336914,0,4.23256333,248.529785,4943.74023,0.0695738941,2.736619,260.336884,9.01592114e-37,4.14543716,258.899048,5020.2627,0.0682350919,0.998024106,258.874908,0.00375806261
21.0674934,4.3338151,4.19077452,282.681641,5037.354,0.0624666102,0.25809145,264.037842,0,4.19077335,282.681885,5037.37891,0.0624668784,0.258087009,264.037811,0,4.19077745,282.681641,5037.35986,0.0624667145,0.258090943,264.037781,0,4.23242469,248.542603,4944.62988,0.0695828944,2.73398471,260.339203,0,4.23242959,248.542068,4944.62891,0.0695829764,2.73409343,260.339111,9.23139196e-37,4.14537336,258.902893,5021.22803,0.068246752,0.998057544,258.879181,0.00375401811
21.1665421,4.35419083,4.19076885,282.68222,5037.40332,0.0624670647,0.25808242,264.037903,0,4.19076428,282.682831,5037.43213,0.0624673329,0.25807333,264.037933,0,4.19076914,282.682495,5037.40918,0.0624671392,0.258078635,264.037903,0,4.23228646,248.555405,4945.52783,0.0695919394,2.73134518,260.341431,0,4.23228934,248.555038,4945.52832,0.0695920289,2.73140645,260.34137,9.61002146e-37,4.14531464,258.906281,5022.16602,0.0682581589,0.998119473,258.883301,0.00375007256
21.2655945,4.37456703,4.19076055,282.683075,5037.46094,0.0624676161,0.258071601,264.038025,0,4.19075634,282.683655,5037.48828,0.0624678507,0.258061856,264.038086,0,4.19076273,282.683075,5037.46143,0.0624676198,0.258071244,264.038055,0,4.23214992,248.567947,4946.41992,0.069600977,2.72874618,260.343597,0,4.23215399,248.567505,4946.41748,0.0696010739,2.72884202,260.343567,9.71585201e-37,4.14525392,258.909882,5023.09033,0.0682693347,0.998157024,258.88736,0.00374620245
21.364645,4.39494276,4.19074618,282.684601,5037.53027,0.0624681711,0.258049339,264.038269,0,4.19074652,282.684692,5037.55273,0.062468417,0.258047134,264.038239,0,4.19075519,282.683777,5037.521,0.062468186,0.258062184,264.038208,0,4.23201376,248.58049,4947.31152,0.0696099922,2.72616816,260.345917,0,4.23201499,248.580292,4947.31445,0.0696100965,2.72620463,260.345825,9.93148606e-37,4.14519517,258.913361,5023.99316,0.0682802945,0.998197973,258.891357,0.00374240987
21.4636955,4.41531849,4.19073825,282.685455,5037.59131,0.0624687523,0.258036673,264.038422,0,4.19073672,282.685699,5037.62207,0.062469054,0.258033276,264.038422,0,4.19074158,282.685211,5037.6001,0.0624688603,0.258041382,264.038391,0,4.23187842,248.59285,4948.19873,0.0696189776,2.72362518,260.348114,0,4.23187884,248.592834,4948.20264,0.0696190745,2.72362614,260.348053,1.00917847e-36,4.14513521,258.917084,5024.88379,0.068291001,0.998212516,258.895264,0.00373867853
21.562746,4.43569422,4.19072874,282.686493,5037.65918,0.0624693669,0.258023024,264.038574,0,4.19072685,282.686737,5037.69287,0.0624697246,0.258018851,264.038605,0,4.19072724,282.686646,5037.68164,0.0624695681,0.25802061,264.038605,0,4.23174189,248.605392,4949.08008,0.0696278661,2.72105527,260.350311,0,4.23174677,248.60495,4949.07275,0.0696279332,2.72114396,260.35022,1.02528816e-36,4.14507877,258.920471,5025.75146,0.068301484,0.998246253,258.899048,0.00373506686
21.6617966,4.45606995,4.19072007,282.687408,5037.73291,0.0624700673,0.258011431,264.038757,0,4.19071479,282.688019,5037.77441,0.0624704473,0.258000761,264.038818,0,4.19071401,282.688019,5037.7627,0.0624702871,0.25800097,264.038818,0,4.2316098,248.617599,4949.94189,0.0696365684,2.71854138,260.352417,0,4.23161019,248.617584,4949.94092,0.0696365982,2.71853685,260.352386,1.0413313e-36,4.14502622,258.923523,5026.59912,0.0683117732,0.998303294,258.902802,0.00373152248
21.760849,4.47644615,4.19070531,282.688965,5037.8208,0.0624708086,0.257986635,264.03894,0,4.19070381,282.689117,5037.85303,0.0624711849,0.257985681,264.039001,0,4.1907031,282.689117,5037.84326,0.062471047,0.257986039,264.039032,0,4.23148504,248.629028,4950.77441,0.0696450472,2.71621728,260.354492,0,4.23148464,248.629089,4950.76953,0.0696450323,2.71618605,260.354431,1.06286143e-36,4.14497172,258.926697,5027.43115,0.0683218613,0.998342216,258.906464,0.00372802792
21.8598995,4.49682188,4.19069325,282.690216,5037.9043,0.0624715537,0.257969975,264.039185,0,4.19069097,282.690491,5037.93604,0.0624719374,0.257966131,264.039215,0,4.19069025,282.690399,5037.92773,0.0624718145,0.257968098,264.039246,0,4.23136516,248.640015,4951.57666,0.0696532577,2.71396589,260.356445,0,4.23136189,248.64035,4951.57373,0.0696531832,2.71388435,260.356445,1.0790113e-36,4.1449172,258.929993,5028.25,0.0683317333,0.998366773,258.910034,0.0037245939
21.95895,4.51719761,4.19068229,282.691345,5037.98779,0.0624723099,0.257955819,264.039398,0,4.19068037,282.691589,5038.01318,0.0624726452,0.257951021,264.039398,0,4.19067514,282.692017,5038.01807,0.0624725893,0.257944643,264.039459,0,4.23124523,248.651016,4952.35156,0.0696611032,2.7117219,260.35849,0,4.23124482,248.651093,4952.33936,0.0696609616,2.71168947,260.358368,1.09508242e-36,4.14486579,258.933044,5029.0459,0.0683413893,0.998402417,258.913544,0.00372125953
22.0580006,4.53757334,4.19066942,282.692688,5038.07471,0.0624730773,0.257936925,264.039581,0,4.19067016,282.692688,5038.08936,0.0624733418,0.257935882,264.039612,0,4.19066115,282.693451,5038.104,0.0624733269,0.257924169,264.039673,0,4.231131,248.661575,4953.08789,0.0696685165,2.70956469,260.360291,0,4.23113346,248.661316,4953.06885,0.0696683526,2.70960236,260.360199,1.11122053e-36,4.14481595,258.935974,5029.81982,0.0683507845,0.998441517,258.916931,0.0037180183
22.157053,4.55794954,4.19065546,282.694153,5038.15918,0.0624738149,0.257915139,264.039795,0,4.19065957,282.693787,5038.16406,0.0624740161,0.257920653,264.039795,0,4.19065056,282.69458,5038.18018,0.0624740347,0.257908523,264.039886,0,4.23102892,248.670944,4953.77295,0.0696755126,2.7076633,260.362,0,4.23102448,248.671356,4953.76611,0.0696753487,2.70754385,260.361938,1.12190986e-36,4.14476568,258.939026,5030.57812,0.0683599636,0.998463452,258.920258,0.00371484109
22.2561016,4.57832527,4.19064525,282.69516,5038.23096,0.0624744967,0.257900953,264.039978,0,4.19064597,282.695251,5038.24072,0.0624746569,0.257899106,264.039978,0,4.19063807,282.695923,5038.25586,0.0624746792,0.257889062,264.04007,0,4.2309293,248.680054,4954.4248,0.0696821362,2.70579863,260.363678,0,4.23092607,248.680389,4954.41602,0.0696819574,2.70570636,260.363556,1.14347757e-36,4.14471693,258.942017,5031.31738,0.0683688819,0.998483241,258.923492,0.00371175259
22.3551521,4.598701,4.19063353,282.696442,5038.30566,0.0624751486,0.25788343,264.040192,0,4.19063689,282.696167,5038.30762,0.0624752603,0.257886648,264.040161,0,4.19062825,282.69696,5038.32568,0.0624752976,0.257874668,264.040253,0,4.23083653,248.688644,4955.04004,0.0696883947,2.70405269,260.365173,0,4.23083211,248.689056,4955.03174,0.0696881935,2.70393896,260.365082,1.15424412e-36,4.14467566,258.944214,5032.02393,0.0683775395,0.998558879,258.926605,0.00370879145
22.4542027,4.61907673,4.19062368,282.697449,5038.37256,0.0624757633,0.257869035,264.040344,0,4.19062629,282.697357,5038.37842,0.0624758676,0.257869631,264.040344,0,4.19061919,282.697876,5038.39551,0.0624759272,0.257862329,264.040405,0,4.23074175,248.697403,4955.63477,0.0696943104,2.70224714,260.366638,0,4.23074057,248.697479,4955.62256,0.0696941093,2.70221925,260.366547,1.17581649e-36,4.14463006,258.946899,5032.72559,0.0683859959,0.998591661,258.929688,0.00370584778
22.5532532,4.63945246,4.190615,282.698395,5038.44141,0.0624763817,0.257855594,264.040558,0,4.19061798,282.698212,5038.44727,0.0624765009,0.257858306,264.040497,0,4.1906086,282.699005,5038.47119,0.0624766089,0.257846594,264.040619,0,4.23065427,248.705475,4956.19727,0.0696999729,2.70060611,260.368042,0,4.23065673,248.705215,4956.18018,0.0696997941,2.7006495,260.36795,1.18112528e-36,4.14458442,258.949677,5033.41016,0.0683942512,0.998610973,258.932709,0.00370295323
22.6523056,4.65982866,4.19060367,282.699585,5038.51758,0.0624770708,0.257839859,264.040741,0,4.19060437,282.699677,5038.5293,0.06247719,0.257837147,264.04071,0,4.19059496,282.700439,5038.55273,0.0624773279,0.257825911,264.040802,0,4.23057159,248.71312,4956.73389,0.0697054118,2.69905496,260.369385,0,4.23056638,248.713547,4956.73584,0.0697052702,2.69893456,260.369324,1.20275523e-36,4.1445419,258.952148,5034.07275,0.0684022754,0.998647213,258.935638,0.00370015739
22.7513561,4.68020439,4.19058854,282.701202,5038.60596,0.0624778196,0.257815868,264.040955,0,4.19059418,282.700684,5038.60938,0.06247795,0.257823765,264.040924,0,4.19058439,282.701538,5038.63232,0.0624780692,0.25781095,264.041016,0,4.23049267,248.720337,4957.25488,0.0697107092,2.69759917,260.370697,0,4.23048907,248.720581,4957.25928,0.0697106495,2.6975174,260.370636,1.20804483e-36,4.14450172,258.954468,5034.71387,0.0684100837,0.998688996,258.938446,0.00369745097
22.8504066,4.70058012,4.19057568,282.702576,5038.69971,0.0624786615,0.257796943,264.041168,0,4.19057678,282.702545,5038.71191,0.0624788329,0.257796735,264.041168,0,4.19057153,282.703003,5038.72314,0.0624789,0.257790148,264.041229,0,4.23041534,248.727386,4957.77148,0.0697159916,2.69616961,260.372009,0,4.2304093,248.72789,4957.78516,0.0697160065,2.69603705,260.371948,1.23517415e-36,4.14446505,258.956482,5035.33252,0.0684176981,0.998748124,258.941193,0.00369483395
22.9494572,4.72095585,4.19055867,282.704346,5038.81152,0.0624796599,0.257770926,264.041504,0,4.19056129,282.704163,5038.82178,0.0624798313,0.257774353,264.041443,0,4.19055448,282.704773,5038.8335,0.0624798685,0.257765114,264.041534,0,4.23033558,248.734695,4958.30029,0.0697213411,2.69469261,260.373291,0,4.23032954,248.735199,4958.31592,0.0697214156,2.69455957,260.37326,1.25132769e-36,4.14442172,258.95929,5035.94971,0.0684250742,0.998738348,258.943878,0.00369224139
23.0485096,4.74133205,4.19054052,282.706238,5038.93555,0.0624807924,0.257745385,264.041748,0,4.19054198,282.706207,5038.95068,0.0624809973,0.257745564,264.041779,0,4.19053558,282.706818,5038.9624,0.0624810122,0.257736295,264.04184,0,4.23025054,248.742508,4958.85107,0.0697268918,2.69310451,260.374634,0,4.2302445,248.743011,4958.86768,0.0697270036,2.6929729,260.374634,1.25665263e-36,4.14438659,258.961182,5036.5376,0.0684322715,0.998796582,258.946472,0.00368976779
23.1475601,4.76170778,4.19051709,282.70871,5039.08789,0.0624821372,0.257710636,264.042175,0,4.19052083,282.708435,5039.09912,0.0624823533,0.25771448,264.042145,0,4.1905148,282.709045,5039.10889,0.0624823533,0.257705241,264.042236,0,4.23016311,248.75058,4959.42285,0.0697326809,2.69146013,260.376129,0,4.23015663,248.751175,4959.44043,0.0697327778,2.69131351,260.376068,7.01695834e-37,4.14434908,258.963409,5037.11914,0.0684392974,0.998823404,258.949036,0.00368731283
23.2466106,4.78208351,4.1904929,282.711243,5039.26221,0.0624837168,0.257674336,264.042572,0,4.19049209,282.711487,5039.28027,0.062483944,0.25767085,264.042603,0,4.19048829,282.711945,5039.28516,0.0624839105,0.257663965,264.042664,0,4.23007077,248.759079,4960.02148,0.0697387084,2.68973565,260.377594,0,4.23006309,248.759766,4960.03955,0.0697388053,2.68956733,260.377563,7.1792574e-37,4.14431235,258.965637,5037.69141,0.068446219,0.998847246,258.951569,0.00368490932
23.3456593,4.80245924,4.19045964,282.714752,5039.4751,0.0624855906,0.257623613,264.043152,0,4.19046488,282.714294,5039.47705,0.0624857545,0.257632285,264.043121,0,4.1904588,282.714996,5039.48535,0.0624857172,0.257621318,264.043182,0,4.22997194,248.768188,4960.65674,0.0697450861,2.6878829,260.37915,0,4.22996831,248.768524,4960.66797,0.0697451681,2.68779755,260.37912,1.03877112e-36,4.1442776,258.96759,5038.24951,0.0684530437,0.998888075,258.95401,0.00368257239
23.4447098,4.82283497,4.19042334,282.718567,5039.71631,0.0624877363,0.257571727,264.043732,0,4.19042897,282.71814,5039.71533,0.0624878667,0.257577896,264.043732,0,4.1904244,282.718658,5039.71826,0.0624878071,0.25756982,264.043762,0,4.22986175,248.778503,4961.34229,0.0697518215,2.6857636,260.380859,0,4.22985855,248.778748,4961.35205,0.069751896,2.6857059,260.380829,8.97238806e-37,4.14423774,258.970154,5038.81396,0.068459779,0.998879731,258.956482,0.00368022779
23.5437622,4.84321117,4.19038179,282.7229,5039.9917,0.0624901876,0.25751105,264.044464,0,4.19038887,282.722382,5039.9834,0.0624902658,0.257518113,264.044403,0,4.19038245,282.723083,5039.99072,0.0624902062,0.257507116,264.044464,0,4.22975202,248.788635,4962.05127,0.0697589293,2.68371558,260.382599,0,4.22974637,248.789139,4962.06445,0.069758974,2.68359113,260.382599,8.48219278e-37,4.14420257,258.972229,5039.36377,0.0684664473,0.998905182,258.958862,0.00367796491
23.6428127,4.8635869,4.19033719,282.7276,5040.2959,0.062492948,0.257444531,264.045166,0,4.190342,282.727417,5040.28809,0.0624929518,0.257446557,264.045166,0,4.19033404,282.728271,5040.30176,0.0624929145,0.257433116,264.045227,0,4.22963661,248.799286,4962.79199,0.0697663426,2.6815567,260.384521,0,4.22963626,248.799286,4962.79395,0.0697663799,2.68154669,260.38443,8.37278657e-37,4.14416466,258.974579,5039.91699,0.0684730858,0.998909414,258.961243,0.00367571111
23.7418633,4.88396263,4.19028463,282.733124,5040.63672,0.0624959581,0.257367074,264.046082,0,4.1902955,282.732269,5040.6123,0.0624958798,0.257379144,264.04599,0,4.19028526,282.733368,5040.63477,0.0624959022,0.257361919,264.046082,0,4.2295261,248.809433,4963.53418,0.0697739497,2.67953467,260.386322,0,4.22952454,248.809494,4963.54004,0.0697739869,2.67949772,260.386292,8.96966439e-37,4.14412675,258.976959,5040.46777,0.0684797093,0.998910248,258.963654,0.00367345545
23.8409138,4.90433836,4.19023285,282.738556,5040.99756,0.062499214,0.257290453,264.046997,0,4.19023766,282.738403,5040.9834,0.0624991134,0.257291913,264.046936,0,4.19023121,282.739075,5040.99756,0.0624991357,0.25728175,264.046997,0,4.22941404,248.819656,4964.2793,0.069781594,2.6774745,260.388184,0,4.22941407,248.81955,4964.28418,0.0697816536,2.67748618,260.388123,9.29509746e-37,4.14408882,258.97937,5041.01904,0.0684863031,0.99890697,258.966003,0.00367122074
23.9399643,4.92471409,4.19017653,282.744537,5041.37598,0.0625026152,0.257205933,264.047913,0,4.19018019,282.744415,5041.36328,0.0625024959,0.257207304,264.047882,0,4.19017374,282.745209,5041.37988,0.0625025108,0.257195145,264.047974,0,4.22930069,248.830048,4965.01904,0.0697890893,2.67538428,260.390076,0,4.22930075,248.829941,4965.02539,0.0697891787,2.67539477,260.389984,9.94602458e-37,4.14405522,258.981293,5041.56543,0.0684929416,0.998942077,258.968353,0.00366904796
24.0390167,4.94509029,4.19012097,282.750397,5041.75586,0.062506035,0.257125229,264.048981,0,4.19012427,282.750305,5041.74463,0.0625058934,0.25712499,264.048859,0,4.19011629,282.751251,5041.76416,0.0625059456,0.257110327,264.04895,0,4.22919793,248.839417,4965.71826,0.0697962865,2.67350507,260.391815,0,4.22919799,248.83931,4965.72607,0.0697964057,2.67352819,260.391724,1.09777211e-36,4.14401062,258.984436,5042.14111,0.0684996471,0.998889387,258.970856,0.0036667136
24.1380672,4.96546602,4.19006764,282.756104,5042.11963,0.0625093132,0.257044464,264.049835,0,4.19006453,282.756592,5042.13037,0.0625092834,0.257035971,264.049835,0,4.19006146,282.757111,5042.13379,0.0625092462,0.257027864,264.049866,0,4.22909388,248.84903,4966.38623,0.0698029697,2.67158651,260.393402,0,4.22909635,248.848755,4966.38916,0.0698031038,2.67162442,260.393372,1.25979853e-36,4.14399988,258.983551,5042.64844,0.0685064048,0.999194264,258.973694,0.00366327236
24.2371178,4.98584175,4.19001318,282.761871,5042.47754,0.0625124723,0.25696367,264.050751,0,4.19001048,282.762299,5042.49316,0.0625125319,0.256955922,264.050751,0,4.19000889,282.762726,5042.4873,0.0625123978,0.256948918,264.050751,0,4.22900529,248.857101,4966.98877,0.0698091537,2.66996956,260.394928,0,4.2290045,248.857101,4966.99609,0.0698092803,2.66995454,260.394897,9.45448854e-37,4.14398204,258.98349,5043.15527,0.0685131773,0.999351382,258.975555,0.00366189796
