Step , TotalTime , T , P , Ux , Uy , Uz
5540 , 2.76947e-06 , 232.495 , 640.72 , 425.969 , 6.67289 , 0.220462
5560 , 2.77947e-06 , 232.489 , 640.646 , 425.931 , 6.67456 , 0.220493
5580 , 2.78947e-06 , 232.482 , 640.568 , 425.891 , 6.67657 , 0.220538
5600 , 2.79947e-06 , 232.475 , 640.485 , 425.851 , 6.67873 , 0.220589
5620 , 2.80947e-06 , 232.468 , 640.398 , 425.81 , 6.68088 , 0.220639
5640 , 2.81947e-06 , 232.46 , 640.307 , 425.768 , 6.68288 , 0.220684
5660 , 2.82947e-06 , 232.452 , 640.212 , 425.726 , 6.68457 , 0.220716
5680 , 2.83947e-06 , 232.444 , 640.114 , 425.683 , 6.68577 , 0.220729
5700 , 2.84947e-06 , 232.436 , 640.015 , 425.639 , 6.68633 , 0.220717
5720 , 2.85947e-06 , 232.427 , 639.912 , 425.596 , 6.68606 , 0.220673
5740 , 2.86947e-06 , 232.418 , 639.809 , 425.551 , 6.68482 , 0.22059
5760 , 2.87947e-06 , 232.409 , 639.703 , 425.507 , 6.68245 , 0.220463
5780 , 2.88947e-06 , 232.401 , 639.596 , 425.463 , 6.67883 , 0.220287
5800 , 2.89947e-06 , 232.392 , 639.489 , 425.42 , 6.67381 , 0.220056
5820 , 2.90947e-06 , 232.383 , 639.381 , 425.377 , 6.66733 , 0.219767
5840 , 2.91947e-06 , 232.374 , 639.274 , 425.333 , 6.65931 , 0.219418
5860 , 2.92947e-06 , 232.365 , 639.169 , 425.29 , 6.6496 , 0.219003
5880 , 2.93947e-06 , 232.357 , 639.064 , 425.247 , 6.63809 , 0.218517
5900 , 2.94947e-06 , 232.348 , 638.961 , 425.205 , 6.62469 , 0.217956
5920 , 2.95947e-06 , 232.34 , 638.859 , 425.164 , 6.60931 , 0.217318
5940 , 2.96947e-06 , 232.332 , 638.761 , 425.124 , 6.59191 , 0.216601
5960 , 2.97947e-06 , 232.323 , 638.664 , 425.086 , 6.57246 , 0.215802
5980 , 2.98947e-06 , 232.316 , 638.571 , 425.048 , 6.55087 , 0.21492
6000 , 2.99947e-06 , 232.308 , 638.482 , 425.011 , 6.52712 , 0.213952
6020 , 3.00947e-06 , 232.301 , 638.396 , 424.976 , 6.50121 , 0.2129
6040 , 3.01947e-06 , 232.294 , 638.314 , 424.942 , 6.47312 , 0.211762
6060 , 3.02947e-06 , 232.287 , 638.237 , 424.91 , 6.44283 , 0.210538
6080 , 3.03947e-06 , 232.281 , 638.164 , 424.879 , 6.41044 , 0.209232
6100 , 3.04947e-06 , 232.274 , 638.096 , 424.851 , 6.37598 , 0.207845
6120 , 3.05947e-06 , 232.269 , 638.033 , 424.823 , 6.3395 , 0.206379
6140 , 3.06947e-06 , 232.263 , 637.975 , 424.798 , 6.30109 , 0.204836
6160 , 3.07947e-06 , 232.258 , 637.922 , 424.775 , 6.26083 , 0.20322
6180 , 3.08947e-06 , 232.252 , 637.874 , 424.754 , 6.2188 , 0.201535
