stage,L_c,M_K,n_axis,robust,hard_gate,single_peak,x_F,x_E,xF_minus_xE,theta_max_deg,min_mu_minus_theta_deg,min_sin_angle_interior,flip_interior,crossings
fine,39.05,2.86,600,False,True,True,94.14812276095039,39.4746047142746,54.67351804667579,16.286421890389292,0.9916473904850477,0.060098073632737295,0,0
fine,39.05,2.88,600,False,True,True,94.14812277353816,39.4746047142746,54.673518059263564,16.324443248782,0.9859013572060984,0.0602546802337583,0,0
fine,39.05,2.9,600,False,True,True,94.14812278631278,39.4746047142746,54.673518072038185,16.360969666297574,0.9807523462809086,0.0603404222600619,0,0
fine,39.05,2.92,600,False,True,True,94.14812279927759,39.4746047142746,54.67351808500299,16.396065048780528,0.9734747701102998,0.060432807345282835,0,0
fine,39.05,2.94,600,False,True,True,94.14812281243573,39.4746047142746,54.67351809816113,16.434699760967106,0.9624148378137096,0.060592354579846276,0,0
fine,39.05,2.96,600,False,True,True,94.14812282578998,39.4746047142746,54.673518111515385,16.479306885569688,0.951909061550656,0.06069176679900995,0,0
fine,39.05,2.98,600,False,True,True,94.14812283934299,39.4746047142746,54.67351812506839,16.522437360314527,0.9422697626290677,0.06084635554910659,0,0
fine,39.05,3.0,600,False,True,True,94.1481228530986,39.4746047142746,54.673518138824,16.564146638824923,0.9323649992041582,0.060960898554186724,0,0
fine,39.05,3.02,600,False,True,True,94.14812286705926,39.4746047142746,54.67351815278466,16.60448957335505,0.9163767373732827,0.06110500382568031,0,0
fine,39.05,3.04,600,False,True,True,94.14812288122818,39.4746047142746,54.67351816695358,16.65134031144622,0.9013957149878802,0.06119640229515604,0,0
