# forge res_12000.h5 axis (j=0) values; Pt/P for matching with CEA
x_m,x_over_rt,Pt_over_P,P,T,rho,u,a,M,h0
0.8176793,3.8833554,58.132009502931496,19558.931640625,365.681640625,0.1870730072259903,1238.70947265625,380.6201171875,3.2544508729843105,836255.9534130932
0.83829737,3.9812756,62.34874530090287,18236.1328125,358.6192932128906,0.1778559535741806,1244.5479736328125,377.00347900390625,3.301157795469355,836253.5900462067
0.85892797,4.079255,66.73581630042122,17037.328125,351.8846435546875,0.16934426128864288,1250.0845947265625,373.5171813964844,3.3467927500759638,836251.7656185697
0.8795677,4.177278,71.28649291637132,15949.7255859375,345.4659423828125,0.1614794135093689,1255.3338623046875,370.1595764160156,3.3913315831489945,836250.0219144204
0.90021384,4.275332,75.9924399698899,14962.0146484375,339.3514404296875,0.1542089581489563,1260.3101806640625,366.9285888671875,3.4347560231133722,836248.8345124086
0.9208646,4.3734074,80.84413169917674,14064.1005859375,333.52984619140625,0.14748452603816986,1265.025390625,363.82220458984375,3.4770428375891207,836246.832711915
0.9415186,4.471498,85.83000750605638,13247.115234375,327.9912109375,0.1412629783153534,1269.49462890625,360.83892822265625,3.518175367495012,836248.4266448158
0.96217483,4.5695996,90.93697447388517,12503.1650390625,322.72515869140625,0.13550536334514618,1273.7286376953125,357.97662353515625,3.5581335594395926,836252.5963303247
0.9828327,4.6677084,96.15017915928549,11825.2509765625,317.7223815917969,0.13017629086971283,1277.736083984375,355.2336120605469,3.596889597729267,836257.678908029
1.0034915,4.7658224,101.45328116694697,11207.12890625,312.97418212890625,0.12524349987506866,1281.526123046875,352.6083068847656,3.6344184127961707,836262.6798853866
1.0241511,4.86394,106.8280067879562,10643.2763671875,308.47320556640625,0.12067776918411255,1285.10693359375,350.09954833984375,3.670690064262205,836268.1242948736
1.0448111,4.962059,112.25632230498168,10128.60546875,304.2093811035156,0.11645186692476273,1288.48779296875,347.7046203613281,3.705696495001354,836272.7873368392
1.0654715,5.06018,117.71671503586438,9658.78125,300.19000244140625,0.11253702640533447,1291.676513671875,345.4302978515625,3.7393260571107496,836291.9093714282
1.086132,5.158302,123.19346398133256,9229.3857421875,296.38555908203125,0.1089143380522728,1294.6812744140625,343.2624206542969,3.771695345928791,836303.1976191379
1.1067928,5.256425,128.66576328217224,8836.849609375,292.7855224609375,0.10556433349847794,1297.5084228515625,341.1971740722656,3.802811164481538,836302.8774358521
1.1274537,5.3545485,134.10809594834566,8478.2353515625,289.3905029296875,0.10246851295232773,1300.1650390625,339.2370300292969,3.8326153219482446,836299.0622195404
1.1481146,5.452672,139.49630686820015,8150.75341796875,286.19720458984375,0.09960969537496567,1302.657470703125,337.382080078125,3.861074869185342,836294.4425679353
1.1687754,5.5507956,144.80867129678603,7851.73974609375,283.19818115234375,0.09697163105010986,1304.99267578125,335.6299133300781,3.8881894132536505,836289.5814775703
1.1894363,5.6489186,150.0232517175926,7578.8251953125,280.3875732421875,0.09453932195901871,1307.1766357421875,333.9787902832031,3.913951046513296,836284.7575698134
1.2100973,5.7470427,155.12017774187032,7329.80078125,277.7575988769531,0.09229868650436401,1309.216064453125,332.4258117675781,3.9383706622892705,836280.0566788181
1.2307583,5.8451667,160.0799761919313,7102.69970703125,275.3014831542969,0.09023689478635788,1311.1173095703125,330.9684143066406,3.9614575074090563,836275.4836665747
1.2514192,5.94329,164.88342056964177,6895.78125,273.0137634277344,0.08834218978881836,1312.8851318359375,329.604736328125,3.9832107586249808,836270.9594261255
1.2720802,6.0414143,169.51487496347377,6707.3759765625,270.8863220214844,0.08660335838794708,1314.5263671875,328.3311767578125,4.003659902687634,836266.6566824729
